CustomerID,iso_score,lof_score,iso_rank_pct,lof_rank_pct,anomaly_score,neighbor_count,neighbor_anomaly_max,neighbor_anomaly_mean,neighbor_anomaly_rank_pct,graph_adjusted_anomaly_score
3000846,0.3947987641088673,1.0178161147638098,0.8718,0.25485,0.810105,0,0.0,0.0,0.452075,0.7941425
3000862,0.45058845119274504,1.3547867478737985,0.99825,0.961,0.994525,0,0.0,0.0,0.452075,0.9442625
3000866,0.4023603810905513,1.263808891220075,0.9214,0.90515,0.919775,0,0.0,0.0,0.452075,0.8946725
3000890,0.393908546639569,1.0719645619477154,0.86485,0.5167,0.830035,0,0.0,0.0,0.452075,0.8134925
3000934,0.3957417290327401,1.355792640107904,0.8797,0.9614,0.88787,0,0.0,0.0,0.452075,0.8685725
3000938,0.3807674134539061,1.1594624421205006,0.7132,0.7593,0.7178100000000001,0,0.0,0.0,0.452075,0.70592
3000970,0.4071847721819299,0.9982365970430159,0.94445,0.1434,0.864345,0,0.0,0.0,0.452075,0.8472875
3000994,0.36707952112048603,1.437235546616453,0.46275,0.98465,0.51494,0,0.0,0.0,0.452075,0.5115875
3001010,0.3874730490484793,1.100241206525109,0.80125,0.6126,0.782385,0,0.0,0.0,0.452075,0.7664675
3001034,0.37121820788743437,1.062486911390463,0.5483,0.4779,0.5412600000000001,0,0.0,0.0,0.452075,0.5366975
3001042,0.39102669396403095,1.2337198382042944,0.839,0.8749,0.84259,0,0.0,0.0,0.452075,0.8253725
3001066,0.3927517117544292,1.171821761541709,0.85495,0.78595,0.84805,0,0.0,0.0,0.452075,0.8304575000000001
3001118,0.3907022206973179,1.3467880072244036,0.83555,0.957,0.8476950000000001,0,0.0,0.0,0.452075,0.8300525
3001126,0.3835868844870748,1.0961731455304127,0.7528,0.6001,0.73753,0,0.0,0.0,0.452075,0.7243925
3001138,0.37716461192696193,1.2076488378753738,0.6553,0.8448,0.67425,0,0.0,0.0,0.452075,0.6658025
3001142,0.3817239423084913,1.0109760405876045,0.7258,0.217,0.6749200000000001,0,0.0,0.0,0.452075,0.6666575
3001158,0.39171750364991254,1.030921968531445,0.84595,0.3258,0.7939350000000001,0,0.0,0.0,0.452075,0.7787525000000001
3001162,0.3926499174638562,1.0625996745295194,0.8544,0.47875,0.8168350000000001,0,0.0,0.0,0.452075,0.8013874999999999
3001222,0.37613678083996116,1.1188027633505482,0.63655,0.66585,0.6394799999999999,0,0.0,0.0,0.452075,0.6324124999999999
3001278,0.38810707963133234,1.0010689695317396,0.8087,0.1596,0.74379,0,0.0,0.0,0.452075,0.7308275
3001290,0.39779944761259534,1.155063097464389,0.8946,0.75,0.8801399999999999,0,0.0,0.0,0.452075,0.8611475
3001334,0.3904793529269415,1.1650895168620303,0.83285,0.7714,0.826705,0,0.0,0.0,0.452075,0.8105225
3001362,0.3820391583364094,1.0975846546920116,0.73095,0.6041,0.7182649999999999,0,0.0,0.0,0.452075,0.7063025
3001390,0.3907031450581021,1.179820081072596,0.8356,0.80225,0.832265,0,0.0,0.0,0.452075,0.8156975
3001430,0.41002289840887385,1.2129965440131052,0.95345,0.8515,0.943255,0,0.0,0.0,0.452075,0.9132349999999999
3001466,0.3798312893390676,1.2335957829920794,0.69965,0.87465,0.7171500000000001,0,0.0,0.0,0.452075,0.7049974999999999
3001478,0.3746962650593424,1.1918709250565573,0.61105,0.82245,0.63219,0,0.0,0.0,0.452075,0.6260675
3001494,0.397152018867277,1.0687662489257475,0.89035,0.5049,0.851805,0,0.0,0.0,0.452075,0.8343275
3001514,0.3740048836119117,1.1461659458435518,0.59965,0.73035,0.61272,0,0.0,0.0,0.452075,0.6067625
3001526,0.4154657908009694,1.1364591735832092,0.96895,0.70795,0.94285,0,0.0,0.0,0.452075,0.9128075
3001538,0.3863154727135946,1.1872749272019276,0.7877,0.81435,0.790365,0,0.0,0.0,0.452075,0.7757375
3001558,0.39798020804303086,1.1428861592925983,0.8962,0.72305,0.8788849999999999,0,0.0,0.0,0.452075,0.8597975
3001582,0.4077500430402614,1.1754589217984124,0.9463,0.7937,0.9310400000000001,0,0.0,0.0,0.452075,0.9034475
3001614,0.4020213413499785,1.2280687273394808,0.9197,0.86995,0.914725,0,0.0,0.0,0.452075,0.8898575
3001622,0.4135117524710606,1.4065606977809515,0.96385,0.9774,0.9652050000000001,0,0.0,0.0,0.452075,0.9297725
3001626,0.3649882578387062,1.1545332664797392,0.4189,0.7487,0.45188,0,0.0,0.0,0.452075,0.44975750000000003
3001670,0.4052545298741842,1.3034300770618303,0.93535,0.9337,0.9351849999999999,0,0.0,0.0,0.452075,0.9065975
3001694,0.389706067495475,1.1810954977129946,0.82405,0.80415,0.82206,0,0.0,0.0,0.452075,0.8064724999999999
3001698,0.3977452199585046,1.1765972274889467,0.89425,0.7961,0.8844350000000001,0,0.0,0.0,0.452075,0.8650625
3001734,0.3582925912760231,1.0143591060183017,0.2798,0.2364,0.27546,0,0.0,0.0,0.452075,0.2770925
3001738,0.38370600415167855,1.1740672899116595,0.75455,0.7906,0.7581550000000001,0,0.0,0.0,0.452075,0.7440574999999999
3001742,0.3789177251742491,1.145901150068582,0.68595,0.7299,0.690345,0,0.0,0.0,0.452075,0.68099
3001778,0.4100153718097195,1.0643703239636404,0.95335,0.48655,0.9066700000000001,0,0.0,0.0,0.452075,0.8829724999999999
3001806,0.3929819531038753,1.4853301448823484,0.85715,0.9919,0.870625,0,0.0,0.0,0.452075,0.8526874999999999
3001822,0.393086187007844,1.0586222863837602,0.858,0.4627,0.81847,0,0.0,0.0,0.452075,0.8029175
3001918,0.3904984123187715,1.2136409384148925,0.83315,0.85255,0.8350899999999999,0,0.0,0.0,0.452075,0.8181275
3001926,0.37698295744699867,1.0123971118557549,0.6518,0.22605,0.609225,0,0.0,0.0,0.452075,0.6031624999999999
3001958,0.39400726235297756,1.0240808280681066,0.8655,0.2901,0.80796,0,0.0,0.0,0.452075,0.7921174999999999
3001994,0.4075750689165765,1.2164306158590699,0.94575,0.85595,0.93677,0,0.0,0.0,0.452075,0.9078575
3002022,0.3790437897333816,1.362764612690832,0.68845,0.96385,0.7159900000000001,2,0.969705,0.9646075000000001,0.979875,0.7568325
3002030,0.406970988048239,0.9925769120431559,0.9434,0.1097,0.8600300000000001,0,0.0,0.0,0.452075,0.8431025
3002046,0.411739627369426,1.1156108657933819,0.9592,0.65625,0.9289050000000001,0,0.0,0.0,0.452075,0.9013325
3002098,0.4079642179137706,1.1456673955843921,0.94685,0.72925,0.92509,0,0.0,0.0,0.452075,0.8980024999999999
3002122,0.3627488615859841,1.1326525581746143,0.37215,0.69895,0.40482999999999997,0,0.0,0.0,0.452075,0.4034975
3002150,0.41574536195762024,1.0613335460271176,0.96965,0.4733,0.920015,0,0.0,0.0,0.452075,0.8948524999999999
3002162,0.40512452797704557,1.1230347293127267,0.9348,0.6766,0.9089799999999999,0,0.0,0.0,0.452075,0.8852225
3002174,0.3790134164383319,1.140696868562283,0.6876,0.71795,0.6906350000000001,0,0.0,0.0,0.452075,0.6812825
3002238,0.4178111737593103,1.10951798224263,0.97455,0.64055,0.94115,0,0.0,0.0,0.452075,0.9114125
3002254,0.43848803841341827,1.1736002786964042,0.9948,0.78975,0.974295,0,0.0,0.0,0.452075,0.9349475
3002298,0.3979766890343992,1.3017018225228325,0.8961,0.93285,0.899775,0,0.0,0.0,0.452075,0.8781125
3002314,0.38756757519359003,1.0117188659239735,0.8023,0.22185,0.744255,0,0.0,0.0,0.452075,0.7313675
3002318,0.40331802351055573,1.290136611857993,0.92635,0.92555,0.9262699999999999,0,0.0,0.0,0.452075,0.8988125
3002342,0.3902286569322653,1.1528047851625476,0.83005,0.7448,0.821525,0,0.0,0.0,0.452075,0.8059775
3002354,0.4184084027949775,1.0937532742203044,0.97595,0.5942,0.937775,0,0.0,0.0,0.452075,0.9089375
3002386,0.39837212562203544,0.9745433090643195,0.89855,0.0271,0.8114049999999999,0,0.0,0.0,0.452075,0.7961675
3002394,0.3715065690958131,1.0570366085972465,0.5539,0.4554,0.5440499999999999,0,0.0,0.0,0.452075,0.5390375
3002406,0.3997445321980589,0.9913214901675496,0.90705,0.10215,0.82656,4,0.96822,0.70762875,0.979475,0.8632175
3002434,0.36427125954634965,1.20240483432723,0.4048,0.83745,0.448065,0,0.0,0.0,0.452075,0.4461125
3002442,0.36472842268098965,1.1741270185528456,0.4133,0.79085,0.45105500000000004,0,0.0,0.0,0.452075,0.4490825
3002478,0.3637364821921604,1.0375105832252212,0.3932,0.35985,0.389865,0,0.0,0.0,0.452075,0.38909750000000004
3002482,0.36836417315848596,1.1615970544954366,0.48935,0.76445,0.51686,0,0.0,0.0,0.452075,0.5132525
3002486,0.40181319090238066,1.0968580727588542,0.9185,0.6021,0.88686,0,0.0,0.0,0.452075,0.8674474999999999
3002530,0.38536540888529347,0.9898668237413857,0.7766,0.0945,0.70839,0,0.0,0.0,0.452075,0.6972575
3002550,0.39739720728171696,1.2684604439824176,0.892,0.9096,0.8937600000000001,2,0.7821950000000001,0.5619925000000001,0.928,0.92071
3002566,0.41348793461102107,1.102725991934581,0.9638,0.6193,0.92935,0,0.0,0.0,0.452075,0.9016025
3002578,0.3560130584285127,1.0502186574703627,0.23495,0.42445,0.2539,0,0.0,0.0,0.452075,0.2567075
3002590,0.39495760917619577,1.118432233272795,0.8731,0.66495,0.852285,0,0.0,0.0,0.452075,0.8350025
3002594,0.3951661983335579,1.3256162308798694,0.87495,0.9473,0.882185,0,0.0,0.0,0.452075,0.8633075
3002622,0.37569489431320563,1.0762548872399207,0.6288,0.5321,0.6191300000000001,0,0.0,0.0,0.452075,0.6133325
3002626,0.3586979238202805,1.168170081151621,0.28835,0.778,0.33731500000000003,0,0.0,0.0,0.452075,0.33635750000000003
3002690,0.39613886169538165,1.092467362324465,0.88285,0.59055,0.85362,0,0.0,0.0,0.452075,0.8363075
3002726,0.3834857594766254,1.0309740500428493,0.751,0.326,0.7085,0,0.0,0.0,0.452075,0.6973925
3002746,0.4188783439132342,1.1841959909312267,0.9773,0.80925,0.960495,1,0.72539,0.72539,0.9228,0.9733125000000001
3002750,0.3847254739483479,1.0502649607030048,0.76795,0.4246,0.7336150000000001,0,0.0,0.0,0.452075,0.7209725
3002790,0.3825447091276511,1.0582337666031196,0.7377,0.4605,0.70998,0,0.0,0.0,0.452075,0.6989225
3002798,0.38040406123541165,1.1782105269559389,0.7071,0.7992,0.71631,0,0.0,0.0,0.452075,0.7044125
3002810,0.3979305089738378,1.2308833393803003,0.89575,0.8724,0.8934150000000001,0,0.0,0.0,0.452075,0.8728024999999999
3002822,0.375553956344913,1.1793665461113947,0.6265,0.80135,0.643985,0,0.0,0.0,0.452075,0.6364625
3002838,0.40203052388609356,1.2042132871269442,0.9198,0.83995,0.911815,1,0.79556,0.79556,0.929475,0.9350324999999999
3002842,0.3892906037484158,1.1013964650761143,0.82,0.61535,0.799535,0,0.0,0.0,0.452075,0.7842425000000001
3002898,0.43423679442438085,1.4376910999199617,0.9929,0.9848,0.99209,0,0.0,0.0,0.452075,0.9434524999999999
3002902,0.41901684684222656,1.2045799202893586,0.9775,0.8404,0.96379,1,0.966745,0.966745,0.97835,0.981365
3002914,0.387868524998403,1.1463360499000297,0.8063,0.7309,0.79876,0,0.0,0.0,0.452075,0.7836575
3002954,0.37144925843298926,1.1655372471603358,0.55275,0.77245,0.57472,0,0.0,0.0,0.452075,0.5687375
3002982,0.3949763790034114,1.1640842361273174,0.87325,0.76925,0.86285,0,0.0,0.0,0.452075,0.8461175
3003010,0.4141453427268007,1.1545164860390154,0.9654,0.74865,0.943725,0,0.0,0.0,0.452075,0.9135274999999999
3003026,0.3728486648800707,1.0864104277675701,0.5787,0.5684,0.57767,0,0.0,0.0,0.452075,0.5712125
3003034,0.40604152807387583,1.221445912317881,0.9383,0.8622,0.93069,0,0.0,0.0,0.452075,0.9029075
3003098,0.38810735138710273,1.2459007181108768,0.80875,0.88775,0.81665,0,0.0,0.0,0.452075,0.8011174999999999
3003110,0.38743485671097394,1.0603495627261073,0.8006,0.4695,0.76749,0,0.0,0.0,0.452075,0.7528775
3003130,0.41345706766538565,1.2267940486306614,0.96375,0.8686,0.954235,4,0.9842799999999999,0.66780125,0.988075,0.9753625
3003138,0.3639660614706763,1.0681093495963567,0.39805,0.50265,0.40851000000000004,0,0.0,0.0,0.452075,0.4069175
3003142,0.3804001372069582,1.1419654827323997,0.70705,0.7207,0.7084149999999999,1,0.90452,0.90452,0.947,0.7467950000000001
3003198,0.37101883923992274,1.3326287795128895,0.5437,0.95025,0.584355,0,0.0,0.0,0.452075,0.5769725
3003214,0.37667547615156866,1.1295795284200016,0.64635,0.69265,0.65098,0,0.0,0.0,0.452075,0.6426274999999999
3003230,0.40240236363235227,1.1741235462532975,0.922,0.7908,0.9088800000000001,0,0.0,0.0,0.452075,0.8849975
3003250,0.3649024383511598,1.213216402071248,0.41685,0.85175,0.46034,0,0.0,0.0,0.452075,0.4582175
3003266,0.42720290263480076,1.3522703993524652,0.98755,0.95995,0.98479,0,0.0,0.0,0.452075,0.9407525
3003270,0.39354494359901354,1.2823787352567595,0.862,0.92025,0.8678250000000001,0,0.0,0.0,0.452075,0.8503025
3003282,0.3739820482403215,1.0776540645624209,0.5991,0.53735,0.5929249999999999,0,0.0,0.0,0.452075,0.5856575
3003290,0.4278027207054848,1.1692486548606593,0.98825,0.7811,0.967535,0,0.0,0.0,0.452075,0.931595
3003294,0.3892529540799911,1.0315583202219376,0.8198,0.32885,0.770705,0,0.0,0.0,0.452075,0.7557125
3003310,0.3835765742764623,1.448609644240512,0.7527,0.98715,0.7761450000000001,7,0.91004,0.64536,0.948925,0.8103925000000001
3003338,0.38941747712824015,1.3422610901544911,0.8213,0.9547,0.83464,2,0.4351,0.3882725,0.90905,0.863285
3003374,0.37705299149485655,1.045972280103883,0.65335,0.4032,0.628335,0,0.0,0.0,0.452075,0.6224675
3003382,0.3767551954249888,1.2416742647049608,0.6475,0.88325,0.671075,0,0.0,0.0,0.452075,0.6630125
3003394,0.38744706498384557,1.0366207385470039,0.8008,0.3555,0.75627,0,0.0,0.0,0.452075,0.7425275
3003398,0.3836284061907328,1.2061144785292077,0.75345,0.8431,0.762415,0,0.0,0.0,0.452075,0.7479725
3003410,0.3800161681303109,1.0355306830234827,0.70255,0.35,0.6672950000000001,0,0.0,0.0,0.452075,0.6595475
3003430,0.38174276472536967,1.2131080217627608,0.726,0.8516,0.73856,0,0.0,0.0,0.452075,0.7255625
3003438,0.37304949720547514,1.0901252693561443,0.58265,0.58245,0.58263,0,0.0,0.0,0.452075,0.5754425
3003454,0.4227388243627165,1.3187595134326497,0.9824,0.9437,0.9785300000000001,0,0.0,0.0,0.452075,0.9377825
3003542,0.42035871211494114,1.1439045675629302,0.97965,0.7254,0.9542250000000001,5,0.9248099999999999,0.706201,0.954,0.97191
3003550,0.3910902993753662,1.0792746738985701,0.83965,0.54305,0.8099900000000001,6,0.97067,0.8145791666666667,0.980075,0.8468075
3003574,0.37146076158672986,1.5479378893520397,0.5529,0.9958,0.5971899999999999,1,0.61642,0.61642,0.9157,0.636115
3003578,0.3800254870218008,1.1084257349372415,0.70285,0.63735,0.6963,0,0.0,0.0,0.452075,0.6865025
3003582,0.3845317208374121,1.1893853423041603,0.76565,0.8181,0.7708950000000001,0,0.0,0.0,0.452075,0.7560275
3003590,0.37120052327771463,1.3250188271636931,0.54795,0.94685,0.58784,0,0.0,0.0,0.452075,0.5806625
3003610,0.3799186327958475,1.3342688246656556,0.701,0.95135,0.726035,0,0.0,0.0,0.452075,0.7135925
3003614,0.4034163196101077,1.0224481125651677,0.9267,0.28085,0.862115,0,0.0,0.0,0.452075,0.8454875
3003618,0.41544990054111236,1.1117983743932955,0.9689,0.6464,0.93665,0,0.0,0.0,0.452075,0.9077675
3003622,0.3728695954851646,1.0554449202544185,0.5791,0.4484,0.5660299999999999,0,0.0,0.0,0.452075,0.5603675
3003642,0.36376618195185295,1.1751011326629426,0.3938,0.79265,0.433685,0,0.0,0.0,0.452075,0.4320725
3003686,0.4200493504642761,1.1556275874922064,0.9792,0.75185,0.9564649999999999,0,0.0,0.0,0.452075,0.9232025
3003690,0.4298786564473188,1.0092494475530438,0.98975,0.20685,0.9114599999999999,0,0.0,0.0,0.452075,0.8869775
3003698,0.3841943055584445,0.999111232284278,0.7608,0.1482,0.69954,0,0.0,0.0,0.452075,0.6892475
3003726,0.40125380390815885,1.047415061443573,0.91515,0.41085,0.86472,0,0.0,0.0,0.452075,0.8477375
3003742,0.35866669710702936,1.1455553965092573,0.2877,0.72905,0.331835,0,0.0,0.0,0.452075,0.3315425
3003746,0.37267745702927935,1.1127151779314808,0.575,0.6496,0.58246,0,0.0,0.0,0.452075,0.5752624999999999
3003758,0.38860169612557527,1.2406613545432466,0.8132,0.88245,0.8201250000000001,0,0.0,0.0,0.452075,0.8047624999999999
3003770,0.41324023936156207,1.081646080138961,0.9631,0.55035,0.9218249999999999,0,0.0,0.0,0.452075,0.8960224999999999
3003786,0.4055987256051502,1.3769508012653575,0.9368,0.969,0.94002,0,0.0,0.0,0.452075,0.9105125
3003818,0.3592597959147951,1.1071680063809162,0.3003,0.63355,0.333625,0,0.0,0.0,0.452075,0.33316250000000003
3003826,0.37792507948026793,1.0849519764634648,0.6686,0.563,0.65804,0,0.0,0.0,0.452075,0.6500075
3003830,0.38769138462590613,1.0872603231275995,0.80375,0.57135,0.78051,3,0.642625,0.53538,0.9169,0.8109250000000001
3003834,0.4136447697463284,1.177798990836084,0.9641,0.7984,0.94753,0,0.0,0.0,0.452075,0.9165874999999999
3003874,0.4298038692453204,1.0476771798928373,0.98965,0.4125,0.9319350000000001,0,0.0,0.0,0.452075,0.9040325
3003898,0.3982621877358469,1.2136342898606847,0.8978,0.8525,0.8932700000000001,0,0.0,0.0,0.452075,0.8724875
3003930,0.3919654081933583,1.373222449103674,0.848,0.9679,0.85999,2,0.90954,0.840825,0.948625,0.8926675
3003942,0.42951015326168884,1.2344543207477445,0.98945,0.87575,0.9780800000000001,0,0.0,0.0,0.452075,0.9374674999999999
3003954,0.3858842689439986,1.050195757415375,0.78245,0.42415,0.74662,0,0.0,0.0,0.452075,0.7338874999999999
3003982,0.41128179405173587,1.1444698865531684,0.9576,0.7266,0.9345000000000001,0,0.0,0.0,0.452075,0.9060125
3003998,0.3890516926782438,1.1362442520376839,0.8175,0.70735,0.806485,0,0.0,0.0,0.452075,0.7911275
3004022,0.39046734270447075,1.0730341279053872,0.83265,0.5206,0.801445,0,0.0,0.0,0.452075,0.7864025
3004026,0.38455412881499795,1.1831213879456448,0.76575,0.80725,0.7699000000000001,0,0.0,0.0,0.452075,0.7550824999999999
3004034,0.37509900730642826,1.0445592415744078,0.61845,0.39585,0.59619,0,0.0,0.0,0.452075,0.5885374999999999
3004042,0.37749254678778527,1.0670248164851912,0.6613,0.4979,0.64496,0,0.0,0.0,0.452075,0.6373625
3004054,0.41297144001810593,1.2920553313731469,0.9624,0.9265,0.95881,0,0.0,0.0,0.452075,0.9250025
3004066,0.37906006853730223,0.992849193979705,0.6887,0.111,0.63093,0,0.0,0.0,0.452075,0.6249874999999999
3004070,0.4004417703539825,1.1399274847707805,0.91095,0.7166,0.8915150000000001,0,0.0,0.0,0.452075,0.8713625
3004094,0.3775314548848526,1.020142739635194,0.662,0.2677,0.62257,0,0.0,0.0,0.452075,0.6164375
3004098,0.3770963360314158,1.0544506251106534,0.65385,0.44335,0.6328,0,0.0,0.0,0.452075,0.6264725
3004102,0.38124515963506583,1.0329954184830752,0.719,0.3358,0.68068,0,0.0,0.0,0.452075,0.6722374999999999
3004110,0.4120287164496531,1.4182489847019084,0.9599,0.98015,0.9619249999999999,0,0.0,0.0,0.452075,0.9271174999999999
3004138,0.3852942202386778,1.1425619134126361,0.77545,0.72235,0.77014,0,0.0,0.0,0.452075,0.7552175
3004154,0.40081785442632206,1.1126413306265257,0.91285,0.64915,0.8864800000000002,0,0.0,0.0,0.452075,0.8670424999999999
3004186,0.3941053286619381,1.0826823086582171,0.86645,0.55475,0.83528,0,0.0,0.0,0.452075,0.8183075
3004194,0.3768466858280051,1.1261797749302709,0.6492,0.68435,0.652715,0,0.0,0.0,0.452075,0.6445625
3004202,0.38631771604002313,1.032777708729786,0.78775,0.33495,0.7424700000000001,0,0.0,0.0,0.452075,0.7296124999999999
3004214,0.4169637844787068,1.3804021289112824,0.9728,0.97015,0.9725349999999999,0,0.0,0.0,0.452075,0.9339575
3004262,0.41380829169304034,1.130940091445577,0.9647,0.6953,0.93776,0,0.0,0.0,0.452075,0.9088925
3004282,0.39114481941786017,1.1533053580034967,0.84025,0.7458,0.830805,0,0.0,0.0,0.452075,0.8144375
3004286,0.37278716059465566,1.2194226045633882,0.57735,0.8598,0.6055950000000001,0,0.0,0.0,0.452075,0.5993149999999999
3004310,0.39497776493519615,1.091980674702703,0.8733,0.5886,0.84483,0,0.0,0.0,0.452075,0.8273524999999999
3004318,0.400519852649706,1.2345402218121555,0.91155,0.87595,0.90799,0,0.0,0.0,0.452075,0.8842325
3004338,0.37979268540649846,1.1179864994744741,0.69925,0.66385,0.69571,0,0.0,0.0,0.452075,0.6858274999999999
3004366,0.4024408345072865,1.2148562816832686,0.92245,0.85385,0.91559,0,0.0,0.0,0.452075,0.8905325
3004378,0.35059996875164984,1.1176419555373744,0.1377,0.6625,0.19018000000000002,0,0.0,0.0,0.452075,0.1951025
3004386,0.3798422101645813,1.057779598540843,0.69995,0.45825,0.6757799999999999,0,0.0,0.0,0.452075,0.6679174999999999
3004398,0.392400480400421,1.0618308893870259,0.85195,0.4752,0.814275,0,0.0,0.0,0.452075,0.7983724999999999
3004402,0.3850804440496496,1.1318982744085926,0.77275,0.6976,0.7652350000000001,0,0.0,0.0,0.452075,0.7507175
3004422,0.4000891835928597,1.061132831102263,0.9092,0.4725,0.86553,0,0.0,0.0,0.452075,0.8484575
3004430,0.37815269925816,1.1070463606320822,0.673,0.6332,0.6690200000000001,0,0.0,0.0,0.452075,0.6609425
3004438,0.38365661335396506,1.1232762117818393,0.7538,0.677,0.74612,0,0.0,0.0,0.452075,0.7335275
3004454,0.4163752155264719,1.044143351554621,0.971,0.394,0.9133,0,0.0,0.0,0.452075,0.8885525
3004482,0.35772359481492544,1.06218201988835,0.26955,0.47675,0.29027000000000003,0,0.0,0.0,0.452075,0.2905025
3004534,0.3876235505174811,1.0765394560568964,0.8028,0.53335,0.775855,0,0.0,0.0,0.452075,0.7603475
3004570,0.39282223914781644,1.2546364367385359,0.85545,0.89595,0.8595,0,0.0,0.0,0.452075,0.8423375
3004578,0.40602761488676026,1.3119150884318882,0.93815,0.93955,0.9382900000000001,0,0.0,0.0,0.452075,0.9094775
3004618,0.3652231095341184,1.061969635409781,0.4233,0.4759,0.42856000000000005,0,0.0,0.0,0.452075,0.4266725
